storeid,year,state,southj,centralj,northj,pa1,pa2,chain,co_owned,hrsopen,price,fte,wage_st
316,92,1,1,0,0,0,0,1,1,16.0,2.8499999,25.5,4.619999900000001
316,93,1,1,0,0,0,0,1,1,16.0,2.9299998,22.0,5.0500002
317,92,1,1,0,0,0,0,1,0,12.0,3.1100001,6.0,4.25
317,93,1,1,0,0,0,0,1,0,10.5,3.3599998999999996,7.0,5.0500002
318,92,1,1,0,0,0,0,2,0,12.0,4.8199997,11.5,4.75
318,93,1,1,0,0,0,0,2,0,11.5,4.6500001,14.0,5.0500002
319,92,1,1,0,0,0,0,2,0,12.5,5.8600001,8.5,4.619999900000001
319,93,1,1,0,0,0,0,2,0,11.5,4.2800002,27.0,5.0500002
320,92,1,1,0,0,0,0,2,0,12.0,4.369999900000001,11.5,5.0
320,93,1,1,0,0,0,0,2,0,11.0,4.3200002,10.0,5.0500002
321,92,1,1,0,0,0,0,2,0,12.5,4.420000099999999,13.0,5.0
321,93,1,1,0,0,0,0,2,0,12.0,4.3200002,11.5,5.0500002
322,92,1,1,0,0,0,0,3,1,16.0,3.1399999,18.5,4.75
322,93,1,1,0,0,0,0,3,1,15.0,2.9099998,18.5,5.0500002
325,92,1,1,0,0,0,0,3,1,15.0,2.9400001000000002,15.5,4.5
325,93,1,1,0,0,0,0,3,1,15.0,3.04,11.5,5.0500002
330,92,1,1,0,0,0,0,4,0,15.5,2.8199999,15.0,5.420000099999999
330,93,1,1,0,0,0,0,4,0,14.5,2.99,16.0,5.670000099999999
333,92,1,0,1,0,0,0,1,0,15.0,2.72,14.25,4.25
333,93,1,0,1,0,0,0,1,0,15.0,2.78,16.0,5.0500002
334,92,1,1,0,0,0,0,1,0,12.5,2.73,18.0,5.0
334,93,1,1,0,0,0,0,1,0,12.5,2.6500001,13.0,5.0500002
336,92,1,1,0,0,0,0,1,0,15.0,2.8600001,38.0,4.5
336,93,1,1,0,0,0,0,1,0,16.0,2.9400001000000002,25.0,5.0500002
339,92,1,1,0,0,0,0,1,1,16.0,2.8599999,23.0,4.25
339,93,1,1,0,0,0,0,1,1,16.0,2.8499999,11.5,5.0500002
341,92,1,1,0,0,0,0,2,1,9.5,4.0299997,7.5,4.619999900000001
341,93,1,1,0,0,0,0,2,1,11.0,4.059999899999999,9.5,5.0500002
343,92,1,1,0,0,0,0,2,1,10.5,4.0299997,15.0,4.75
343,93,1,1,0,0,0,0,2,1,12.0,4.1199999,11.5,5.0500002
349,92,1,1,0,0,0,0,3,1,16.0,2.98,21.0,5.0
349,93,1,1,0,0,0,0,3,1,15.0,2.96,14.0,5.0500002
351,92,1,1,0,0,0,0,3,1,16.0,2.8699999,18.75,4.25
351,93,1,1,0,0,0,0,3,1,16.0,2.75,24.0,5.0500002
356,92,1,1,0,0,0,0,4,0,11.5,2.8099998999999998,20.5,5.0500002
356,93,1,1,0,0,0,0,4,0,11.5,2.9000001,18.0,5.0500002
359,92,1,1,0,0,0,0,1,1,15.0,2.6900001000000002,15.0,4.25
359,93,1,1,0,0,0,0,1,1,16.0,2.74,17.0,5.0500002
360,92,1,1,0,0,0,0,1,0,15.0,2.79,17.5,4.25
360,93,1,1,0,0,0,0,1,0,16.0,2.74,28.0,5.0500002
361,92,1,1,0,0,0,0,1,0,16.0,2.78,17.5,4.25
361,93,1,1,0,0,0,0,1,0,16.0,2.75,21.5,5.0500002
363,92,1,1,0,0,0,0,2,0,12.5,4.3099999,15.5,4.25
363,93,1,1,0,0,0,0,2,0,12.5,4.2400002,19.5,5.1999998
366,92,1,1,0,0,0,0,3,0,11.5,2.5599998999999998,13.5,4.5
366,93,1,1,0,0,0,0,3,0,11.5,2.54,14.5,5.0500002
368,92,1,1,0,0,0,0,4,0,12.5,2.7,13.0,4.25
368,93,1,1,0,0,0,0,4,0,11.5,2.8,14.5,5.0500002
373,92,1,0,0,1,0,0,1,1,15.5,2.99,24.0,5.0
373,93,1,0,0,1,0,0,1,1,15.5,3.0599998999999998,29.5,5.0500002
376,92,1,0,0,1,0,0,1,0,14.0,2.8599999,13.0,4.5
376,93,1,0,0,1,0,0,1,0,14.0,3.27,11.5,5.0500002
377,92,1,0,0,1,0,0,1,0,14.0,2.96,18.0,4.25
377,93,1,0,0,1,0,0,1,0,14.0,2.9400001000000002,20.0,5.0500002
379,92,1,0,0,1,0,0,1,0,16.0,3.0699999,30.0,4.619999900000001
379,93,1,0,0,1,0,0,1,0,16.0,3.1799998,34.0,5.0500002
380,92,1,0,0,1,0,0,1,0,16.0,2.96,20.5,4.5
380,93,1,0,0,1,0,0,1,0,16.0,2.9299998,25.0,5.0500002
381,92,1,0,0,1,0,0,1,0,16.5,3.54,24.0,5.0
381,93,1,0,0,1,0,0,1,0,16.5,3.6900001000000002,27.5,5.0500002
383,92,1,0,0,1,0,0,1,0,16.0,3.05,10.0,4.5
383,93,1,0,0,1,0,0,1,0,16.0,3.2199998,10.0,5.0500002
386,92,1,0,0,1,0,0,1,0,17.0,2.96,12.5,4.25
386,93,1,0,0,1,0,0,1,0,17.0,2.9499998,23.0,5.0500002
396,92,1,0,0,1,0,0,3,1,17.0,4.4700003,36.0,4.869999900000001
396,93,1,0,0,1,0,0,3,1,16.0,3.21,26.0,5.4000001
398,92,1,0,0,1,0,0,3,1,17.0,3.2399998,24.5,4.75
398,93,1,0,0,1,0,0,3,1,17.0,3.2199998,35.5,5.0500002
399,92,1,0,0,1,0,0,3,1,17.0,3.4299998,20.0,4.869999900000001
399,93,1,0,0,1,0,0,3,1,16.0,3.3899998999999994,31.0,5.0500002
400,92,1,0,0,1,0,0,3,1,17.0,3.3199998999999996,26.5,4.5
400,93,1,0,0,1,0,0,3,1,16.0,3.23,23.0,5.0500002
401,92,1,0,0,1,0,0,3,0,16.0,3.1599998,15.0,4.25
401,93,1,0,0,1,0,0,3,0,16.0,3.2199998,22.5,5.0500002
402,92,1,0,0,1,0,0,3,1,16.0,3.1999998,19.0,4.75
402,93,1,0,0,1,0,0,3,1,15.0,3.21,21.5,5.0500002
405,92,1,0,0,1,0,0,3,1,17.0,3.1999998,17.5,4.3200002
405,93,1,0,0,1,0,0,3,1,16.0,3.1799998,12.0,5.0500002
407,92,0,0,0,0,0,1,2,1,10.0,4.02,11.0,4.75
407,93,0,0,0,0,0,1,2,1,11.0,4.3199997,11.0,4.25
408,92,1,0,0,1,0,0,4,1,10.5,3.7199998,12.0,5.75
408,93,1,0,0,1,0,0,4,1,10.5,4.5299997,14.5,5.5
409,92,1,0,0,1,0,0,1,0,15.0,3.01,35.0,5.0
409,93,1,0,0,1,0,0,1,0,15.0,3.1399999,10.5,5.0500002
410,92,1,0,0,1,0,0,1,0,16.0,3.1799998,20.5,4.25
410,93,1,0,0,1,0,0,1,0,16.0,3.1800001,20.5,5.0500002
411,92,1,0,0,1,0,0,1,0,16.0,3.27,21.0,4.5
411,93,1,0,0,1,0,0,1,0,16.0,3.1700001,25.0,5.0500002
412,92,1,0,1,0,0,0,2,0,11.0,4.420000099999999,10.5,4.5
412,93,1,0,1,0,0,0,2,0,11.0,4.8400002,8.5,5.0500002
413,92,1,0,0,1,0,0,1,0,17.0,3.1999998,23.0,4.25
413,93,1,0,0,1,0,0,1,0,17.0,3.1700001,13.0,5.0500002
415,92,1,0,0,1,0,0,1,0,16.0,2.95,29.0,4.25
415,93,1,0,0,1,0,0,1,0,16.0,2.9899998,23.0,5.0500002
417,92,1,0,0,1,0,0,1,1,16.0,3.0599998999999998,21.0,4.25
417,93,1,0,0,1,0,0,1,1,16.0,3.2,25.5,5.0500002
418,92,1,0,0,1,0,0,1,0,15.0,2.55,41.5,4.25
418,93,1,0,0,1,0,0,1,0,16.0,2.52,21.5,5.0500002
419,92,1,0,0,1,0,0,2,1,11.0,4.25,12.0,4.25
419,93,1,0,0,1,0,0,2,1,11.0,4.420000099999999,9.5,5.0500002
421,92,1,0,0,1,0,0,2,1,13.0,4.25,33.0,4.619999900000001
421,93,1,0,0,1,0,0,2,1,13.0,4.21,36.5,5.0500002
422,92,1,0,0,1,0,0,2,0,11.0,4.25,6.5,4.75
422,93,1,0,0,1,0,0,2,0,11.0,4.1700001,16.0,5.0500002
423,92,1,0,0,1,0,0,2,1,12.0,4.25,9.0,4.9499998
423,93,1,0,0,1,0,0,2,1,11.0,4.21,23.75,5.25
424,92,1,0,0,1,0,0,2,1,11.0,4.25,9.75,4.75
424,93,1,0,0,1,0,0,2,1,14.0,4.3099999,17.5,5.25
426,92,1,0,0,1,0,0,3,1,19.0,3.2599998,24.5,4.25
426,93,1,0,0,1,0,0,3,1,18.0,3.21,20.5,5.0500002
427,92,1,0,0,1,0,0,4,0,12.5,4.0699997,14.0,4.75
427,93,1,0,0,1,0,0,4,0,12.5,4.27,20.5,5.0500002
428,92,1,0,0,1,0,0,4,0,12.5,3.0999999,19.5,4.619999900000001
428,93,1,0,0,1,0,0,4,0,12.5,4.0499997,25.0,5.1399999
430,92,0,0,0,0,1,0,1,0,15.0,2.5,36.5,4.25
430,93,0,0,0,0,1,0,1,0,16.0,2.3900001,27.0,4.25
432,92,0,0,0,0,1,0,1,0,16.0,2.47,52.5,4.5
432,93,0,0,0,0,1,0,1,0,16.0,2.47,34.0,5.0500002
435,92,0,0,0,0,1,0,1,0,15.5,2.49,22.75,4.25
435,93,0,0,0,0,1,0,1,0,15.5,2.47,21.0,4.25
438,92,0,0,0,0,1,0,2,0,8.0,4.2800002,7.5,4.25
438,93,0,0,0,0,1,0,2,0,9.0,4.2200003,9.5,4.25
441,92,0,0,0,0,1,0,4,0,11.5,2.5,38.0,4.25
441,93,0,0,0,0,1,0,4,0,11.5,3.6099998999999996,18.0,4.25
443,92,0,0,0,0,1,0,4,0,11.5,3.48,17.5,4.25
443,93,0,0,0,0,1,0,4,0,11.5,3.6099998999999996,19.0,4.3499999
450,92,0,0,0,0,0,1,1,0,16.5,2.6300001,15.5,4.75
450,93,0,0,0,0,0,1,1,0,18.0,2.6100001,34.5,4.75
451,92,0,0,0,0,0,1,1,0,24.0,2.8499999,23.5,5.0
451,93,0,0,0,0,0,1,1,0,24.0,2.8899999,36.5,5.0
454,92,0,0,0,0,0,1,2,1,10.0,4.1999998,8.5,4.5
454,93,0,0,0,0,0,1,2,1,11.0,4.3099999,14.0,5.0
455,92,0,0,0,0,0,1,2,1,10.0,3.78,11.0,5.25
455,93,0,0,0,0,0,1,2,1,11.0,4.099999899999999,11.0,5.0
458,92,0,0,0,0,1,0,2,1,10.0,3.99,9.0,5.0
458,93,0,0,0,0,1,0,2,1,10.5,3.9499998,8.5,5.0
462,92,0,0,0,0,0,1,3,1,12.5,3.1700001,15.5,5.0
462,93,0,0,0,0,0,1,3,1,12.0,2.9099998,17.5,4.75
468,92,0,0,0,0,0,1,1,0,18.0,2.8399999,58.0,5.0
468,93,0,0,0,0,0,1,1,0,18.0,2.6700001,29.0,5.0
469,92,0,0,0,0,0,1,1,0,18.0,2.5999999,26.5,5.0
469,93,0,0,0,0,0,1,1,0,18.0,2.5999999,30.5,4.5
470,92,0,0,0,0,0,1,1,0,18.0,2.75,28.5,5.5
470,93,0,0,0,0,0,1,1,0,18.0,2.8099998999999998,26.0,4.75
471,92,0,0,0,0,0,1,1,0,18.0,2.72,39.0,4.25
471,93,0,0,0,0,0,1,1,0,18.0,2.74,26.5,4.25
473,92,0,0,0,0,0,1,1,0,17.0,2.72,22.5,4.75
473,93,0,0,0,0,0,1,1,0,17.0,2.6700001,35.5,4.5
476,92,0,0,0,0,1,0,1,0,18.0,2.6500001,24.0,4.25
476,93,0,0,0,0,1,0,1,0,18.0,2.98,23.0,4.75
478,92,0,0,0,0,1,0,1,0,19.0,2.74,48.5,4.5
478,93,0,0,0,0,1,0,1,0,18.0,2.8,27.0,4.3499999
481,92,0,0,0,0,0,1,2,1,10.0,4.2199998,16.75,5.25
481,93,0,0,0,0,0,1,2,1,11.0,4.0,20.0,5.0
483,92,0,0,0,0,0,1,2,1,10.0,3.99,9.5,5.0
483,93,0,0,0,0,0,1,2,1,11.0,4.02,13.5,4.75
485,92,0,0,0,0,0,1,2,1,10.0,4.02,8.5,4.5
485,93,0,0,0,0,0,1,2,1,11.0,4.059999899999999,13.0,4.5
487,92,0,0,0,0,0,1,3,1,11.5,2.97,15.0,5.0
487,93,0,0,0,0,0,1,3,1,11.0,3.0,19.0,4.75
488,92,0,0,0,0,0,1,3,0,16.0,2.8499999,29.5,5.0
488,93,0,0,0,0,0,1,3,0,15.0,2.96,15.5,4.75
489,92,0,0,0,0,0,1,3,0,14.0,3.0,18.5,5.0
489,93,0,0,0,0,0,1,3,0,11.5,3.0699999,14.5,4.25
490,92,0,0,0,0,0,1,3,1,16.0,3.1099999,20.25,5.0
490,93,0,0,0,0,0,1,3,1,16.0,3.0699999,14.0,5.0
493,92,0,0,0,0,1,0,3,1,16.0,3.96,36.0,5.0
493,93,0,0,0,0,1,0,3,1,16.0,2.8699999,19.0,4.9000001
495,92,0,0,0,0,0,1,3,0,15.0,3.0,21.0,5.0
495,93,0,0,0,0,0,1,3,0,16.0,2.98,21.0,5.0
496,92,0,0,0,0,0,1,3,1,16.0,2.6799998,20.5,5.0
496,93,0,0,0,0,0,1,3,1,16.0,2.9099998,18.0,4.75
499,92,0,0,0,0,0,1,4,1,12.0,3.3399998999999996,19.0,5.0
499,93,0,0,0,0,0,1,4,1,12.0,2.53,20.5,5.0
501,92,0,0,0,0,0,1,1,0,16.5,2.6199999,24.5,4.25
501,93,0,0,0,0,0,1,1,0,18.0,2.8499999,43.5,4.75
503,92,0,0,0,0,0,1,1,0,16.5,2.72,18.5,4.75
503,93,0,0,0,0,0,1,1,0,18.0,2.8099998999999998,41.25,4.5
509,92,0,0,0,0,0,1,3,1,16.0,3.1599998,14.0,5.0
509,93,0,0,0,0,0,1,3,1,15.5,2.95,13.5,4.25
511,92,0,0,0,0,0,1,3,1,16.5,2.97,15.0,4.75
511,93,0,0,0,0,0,1,3,1,15.0,2.9099998,12.5,4.75
515,92,0,0,0,0,0,1,3,1,16.0,3.1499999,19.0,5.0
515,93,0,0,0,0,0,1,3,1,16.0,2.96,17.5,4.75
516,92,0,0,0,0,0,1,3,1,16.0,3.01,20.25,4.75
516,93,0,0,0,0,0,1,3,1,14.0,2.8499999,10.0,4.9099998
522,92,0,0,0,0,1,0,1,0,16.0,2.8099998999999998,21.0,4.3499999
522,93,0,0,0,0,1,0,1,0,16.0,2.6900001000000002,17.5,4.25
